Age,Gender,Marital Status,Occupation,Educational Qualifications,Family size,Frequently used Medium,Frequently ordered Meal category ,Perference,Restaurnat Rating,Delivery Rating,No. of orders placed,Delivery Time,Order Value,Ease and convenient,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,More Offers and Discount,Maximum wait time,Influence of rating
23,Male,Single,Student,Post Graduate,3,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),3,4,159,32,3,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,30 minutes,Yes
22,Female,Single,Student,Graduate,3,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),5,5,216,39,1,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Strongly agree,45 minutes,Yes
25,Male,Married,Employee,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,1,184,51,2,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,45 minutes,Maybe
30,Female,Married,House wife,School,5,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,1,151,55,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,30 minutes,No
24,Male,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,1,194,11,3,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,15 minutes,Yes
25,Male,Single,Employee,Post Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,3,150,52,3,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,45 minutes,No
23,Male,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,4,122,31,3,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,45 minutes,Yes
24,Female,Single,Student,Post Graduate,4,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),2,4,110,58,1,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Neutral,30 minutes,No
32,Male,Married,Employee,Graduate,4,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,4,175,39,3,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,30 minutes,Yes
22,Male,Single,Student,Post Graduate,4,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,2,242,54,3,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree,30 minutes,Yes
20,Male,Single,Student,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),1,4,48,30,3,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Strongly agree,30 minutes,Yes
21,Male,Single,Student,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,1,128,42,3,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,30 minutes,Yes
24,Female,Married,Self Employeed,Graduate,5,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,1,172,18,1,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,45 minutes,Yes
25,Male,Single,Employee,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,5,235,22,2,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,30 minutes,Yes
32,Female,Married,House wife,Graduate,3,Direct call,Snacks,Non Veg foods (Lunch / Dinner),4,4,237,64,2,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,60 minutes,Yes
27,Male,Married,Employee,Ph.D,5,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,4,169,12,3,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,15 minutes,Yes
20,Female,Single,Student,Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,1,48,40,2,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly agree,45 minutes,Yes
21,Male,Single,Student,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),1,1,98,26,2,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,45 minutes,Yes
26,Male,Single,Employee,Post Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,3,201,25,3,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,15 minutes,Yes
25,Male,Single,Employee,Graduate,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),4,4,56,53,2,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Neutral,Strongly agree,45 minutes,Yes
26,Male,Single,Employee,Post Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,1,250,50,3,Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,More than 60 minutes,No
26,Female,Married,Employee,Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),2,5,61,15,1,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,30 minutes,Yes
27,Male,Single,Employee,Ph.D,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),1,4,140,17,3,Agree,Neutral,Agree,Disagree,Agree,Neutral,Agree,15 minutes,Maybe
27,Female,Single,Student,Ph.D,5,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),5,5,78,23,1,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly disagree,15 minutes,Yes
24,Female,Single,Student,Post Graduate,5,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),2,2,248,26,1,Agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,45 minutes,Yes
25,Male,Married,Self Employeed,School,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,5,197,36,1,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly agree,45 minutes,Yes
20,Male,Single,Student,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,2,33,10,1,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,15 minutes,Yes
22,Male,Single,Student,Post Graduate,1,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,4,104,72,1,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,More than 60 minutes,Maybe
26,Female,Married,Student,Ph.D,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,2,137,63,1,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,30 minutes,Yes
27,Male,Prefer not to say,Employee,Post Graduate,1,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),4,2,134,21,1,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,45 minutes,Yes
25,Female,Single,Student,Post Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),2,4,201,15,3,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,30 minutes,Maybe
24,Male,Single,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,1,62,12,2,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,30 minutes,Yes
23,Female,Single,Employee,Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,2,78,47,2,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,45 minutes,Yes
22,Male,Single,Student,Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,5,126,42,1,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,45 minutes,Yes
26,Male,Married,Self Employeed,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,1,85,51,1,Strongly disagree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,60 minutes,No
26,Male,Single,Employee,Post Graduate,1,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,3,179,50,3,Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,30 minutes,Yes
25,Female,Married,Self Employeed,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,2,26,12,2,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Disagree,30 minutes,Yes
29,Female,Married,Employee,Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,4,55,37,1,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,45 minutes,Yes
23,Male,Single,Student,Graduate,3,Direct call,Dinner,Veg foods (Breakfast / Lunch / Dinner),1,1,105,28,1,Agree,Agree,Agree,Agree,Agree,Agree,Agree,45 minutes,Maybe
22,Female,Single,Employee,Graduate,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),5,5,198,22,2,Agree,Agree,Strongly agree,Neutral,Agree,Neutral,Agree,45 minutes,Yes
22,Male,Single,Student,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),4,2,122,14,2,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,15 minutes,Yes
32,Female,Married,House wife,School,5,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,5,72,63,2,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,60 minutes,Yes
28,Male,Married,Employee,Post Graduate,1,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),1,2,214,41,1,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,45 minutes,Yes
22,Male,Single,Student,Post Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),4,5,254,31,2,Agree,Neutral,Agree,Agree,Strongly agree,Agree,Agree,30 minutes,Yes
25,Male,Single,Employee,Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),1,2,88,74,3,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,60 minutes,Yes
26,Female,Married,Employee,Post Graduate,2,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),5,2,34,21,1,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Neutral,30 minutes,No
31,Male,Married,Self Employeed,School,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,4,218,48,1,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,45 minutes,Yes
24,Male,Single,Student,Post Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),2,3,66,17,1,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,45 minutes,No
24,Male,Single,Employee,Post Graduate,2,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),4,1,93,60,3,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,30 minutes,Yes
31,Female,Married,Employee,Ph.D,5,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),4,5,94,59,2,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly agree,60 minutes,No
26,Male,Single,Employee,Graduate,2,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),3,4,29,23,1,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,45 minutes,Maybe
24,Female,Married,Self Employeed,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,2,51,65,1,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,More than 60 minutes,Yes
22,Female,Single,Student,Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,2,67,13,3,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,30 minutes,Yes
19,Male,Single,Student,Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,3,82,30,1,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Strongly agree,15 minutes,Yes
25,Male,Married,Employee,Post Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,1,111,19,2,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neutral,45 minutes,Yes
23,Female,Married,House wife,School,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,5,252,64,3,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,More than 60 minutes,No
23,Female,Single,Student,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,4,36,44,1,Disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,30 minutes,Yes
23,Male,Single,Student,Post Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,4,28,26,1,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Agree,45 minutes,Yes
24,Male,Single,Student,Post Graduate,5,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),4,3,23,61,3,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,30 minutes,Yes
22,Female,Single,Employee,Graduate,4,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),2,4,98,52,3,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,45 minutes,Yes
26,Male,Married,Employee,Graduate,4,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,1,57,15,1,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly agree,45 minutes,Yes
25,Female,Single,Student,Ph.D,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,2,63,16,3,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,45 minutes,No
20,Male,Single,Student,Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,2,89,38,2,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,45 minutes,Yes
29,Male,Married,Employee,Graduate,4,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,1,151,10,2,Disagree,Agree,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,15 minutes,Maybe
23,Female,Single,Student,Graduate,1,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),4,3,243,17,1,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,15 minutes,No
25,Male,Single,Self Employeed,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,3,87,26,1,Agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,30 minutes,Yes
29,Female,Married,Employee,Graduate,4,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),5,5,205,23,1,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,15 minutes,Yes
27,Male,Married,Self Employeed,Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,3,190,63,2,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,60 minutes,Yes
25,Male,Single,Self Employeed,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,4,34,58,3,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,60 minutes,No
21,Male,Single,Student,Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,1,91,59,2,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,30 minutes,Yes
23,Male,Single,Student,Graduate,3,Food delivery apps,Breakfast,Veg foods (Breakfast / Lunch / Dinner),3,2,85,57,2,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly agree,30 minutes,Yes
24,Female,Single,Employee,Post Graduate,4,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),4,2,202,48,3,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,45 minutes,Yes
32,Male,Married,Self Employeed,School,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,3,182,55,2,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,45 minutes,No
28,Male,Married,Employee,Post Graduate,5,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,2,124,17,2,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,45 minutes,No
26,Male,Single,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,1,159,50,2,Agree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,30 minutes,Yes
31,Female,Married,House wife,Graduate,5,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,3,220,64,1,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,60 minutes,Yes
27,Female,Married,Self Employeed,Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),2,3,49,50,3,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,45 minutes,No
21,Female,Single,Student,Post Graduate,1,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),1,5,112,58,1,Agree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Neutral,30 minutes,Maybe
23,Female,Single,Student,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,4,239,14,1,Agree,Disagree,Neutral,Agree,Agree,Neutral,Disagree,45 minutes,Yes
26,Male,Married,Employee,Graduate,4,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,5,65,56,1,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,45 minutes,Yes
32,Male,Married,Employee,Graduate,5,Web browser,Snacks,Non Veg foods (Lunch / Dinner),2,4,132,21,2,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,30 minutes,No
25,Female,Married,Student,Post Graduate,2,Food delivery apps,Snacks,Sweets,5,3,72,31,2,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Neutral,45 minutes,Yes
28,Male,Single,Self Employeed,Post Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,4,61,28,3,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,45 minutes,Maybe
21,Female,Single,Student,Post Graduate,3,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),1,4,228,39,3,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,30 minutes,Yes
24,Male,Single,Student,Post Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),4,5,189,28,2,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,30 minutes,Yes
26,Female,Married,Self Employeed,Graduate,5,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),4,4,145,25,1,Disagree,Agree,Agree,Agree,Neutral,Neutral,Disagree,45 minutes,Maybe
32,Male,Married,Employee,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,4,243,16,3,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,30 minutes,Yes
29,Male,Single,Self Employeed,Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,1,46,56,3,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,More than 60 minutes,No
21,Male,Single,Student,Graduate,5,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),1,3,96,23,3,Agree,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,45 minutes,Yes
24,Female,Single,Self Employeed,Post Graduate,3,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),1,4,137,45,3,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,30 minutes,Maybe
26,Male,Prefer not to say,Self Employeed,Post Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,4,104,29,1,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,30 minutes,No
25,Male,Married,Employee,Ph.D,3,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,3,61,56,1,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,30 minutes,Yes
29,Male,Single,Employee,Graduate,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,1,203,52,3,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,45 minutes,Yes
22,Male,Single,Student,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,2,141,48,2,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,30 minutes,Yes
24,Male,Single,Student,Graduate,2,Direct call,Snacks,Non Veg foods (Lunch / Dinner),4,1,228,41,2,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Neutral,30 minutes,Yes
27,Male,Married,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,3,226,46,2,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,30 minutes,Yes
23,Female,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Veg foods (Breakfast / Lunch / Dinner),5,2,244,18,2,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,15 minutes,Maybe
32,Male,Married,Employee,Post Graduate,6,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),3,5,76,17,2,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,45 minutes,Yes
22,Female,Single,Student,Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),5,3,93,59,3,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,More than 60 minutes,Maybe
28,Male,Married,Employee,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,4,53,71,1,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,60 minutes,Yes
23,Female,Single,Student,Post Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),4,5,144,30,2,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,30 minutes,Yes
30,Male,Married,Self Employeed,Graduate,1,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,3,116,18,1,Neutral,Disagree,Agree,Agree,Disagree,Agree,Disagree,15 minutes,Yes
21,Male,Single,Student,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,3,163,53,2,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,30 minutes,Yes
26,Female,Married,Employee,Graduate,6,Food delivery apps,Dinner,Veg foods (Breakfast / Lunch / Dinner),5,1,244,26,2,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,30 minutes,Yes
25,Male,Single,Self Employeed,School,3,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),5,2,168,67,2,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Strongly agree,60 minutes,No
31,Male,Prefer not to say,Employee,Graduate,1,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),2,4,250,26,2,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,15 minutes,Yes
23,Female,Single,Employee,Post Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),5,5,74,46,1,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,30 minutes,Yes
29,Female,Married,Employee,Ph.D,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,5,205,29,1,Agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,45 minutes,Yes
21,Male,Single,Student,Graduate,6,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,2,154,19,1,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,30 minutes,Yes
20,Male,Single,Student,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,4,103,31,3,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,45 minutes,Yes
22,Male,Single,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),4,2,189,70,2,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,More than 60 minutes,No
30,Female,Married,House wife,School,6,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),1,4,188,16,3,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,30 minutes,Yes
27,Male,Married,Self Employeed,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,4,153,50,3,Agree,Disagree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,More than 60 minutes,Yes
23,Male,Single,Student,Post Graduate,2,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),2,4,138,16,1,Agree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Agree,45 minutes,Yes
30,Male,Married,Self Employeed,School,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,5,112,47,1,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,45 minutes,Yes
23,Male,Single,Student,Post Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),2,1,85,37,2,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly agree,30 minutes,Maybe
28,Female,Married,Employee,Post Graduate,6,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,5,160,17,3,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,15 minutes,Yes
30,Male,Married,Self Employeed,Graduate,6,Food delivery apps,Lunch,Veg foods (Breakfast / Lunch / Dinner),1,1,224,50,3,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,60 minutes,Yes
24,Female,Married,Employee,Post Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,5,145,74,1,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,More than 60 minutes,Yes
21,Male,Single,Student,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,1,257,33,2,Disagree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,30 minutes,Yes
23,Female,Prefer not to say,Employee,Graduate,3,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),5,1,206,49,1,Agree,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,45 minutes,Maybe
25,Male,Married,Self Employeed,Post Graduate,4,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),3,2,177,38,3,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly agree,30 minutes,Yes
24,Female,Single,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),3,4,207,35,2,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly agree,45 minutes,Yes
26,Male,Married,Employee,Graduate,3,Food delivery apps,Lunch,Sweets,5,5,94,11,2,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,15 minutes,Yes
25,Female,Single,Employee,Post Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,3,71,56,2,Agree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Agree,30 minutes,Maybe
22,Male,Single,Student,Graduate,3,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),5,1,76,65,1,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,60 minutes,Yes
26,Female,Single,Employee,Post Graduate,2,Food delivery apps,Breakfast,Non Veg foods (Lunch / Dinner),3,2,132,74,1,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly agree,More than 60 minutes,Yes
23,Male,Single,Employee,Graduate,2,Food delivery apps,Snacks,Non Veg foods (Lunch / Dinner),1,3,222,21,2,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,15 minutes,Yes
21,Female,Single,Employee,Graduate,2,Food delivery apps,Dinner,Non Veg foods (Lunch / Dinner),1,2,177,40,1,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly disagree,30 minutes,Yes
25,Male,Married,Self Employeed,Graduate,3,Food delivery apps,Lunch,Non Veg foods (Lunch / Dinner),5,3,148,56,1,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,45 minutes,Yes
